contest_name,audit_reason,random_audit_status,ballot_card_count,winners,min_margin,risk_limit,audited_sample_count,two_vote_over_count,one_vote_over_count,one_vote_under_count,two_vote_under_count,disagreement_count,other_count,gamma,overstatements,optimistic_samples_to_audit,estimated_samples_to_audit
District Court Judge - 2nd Judicial District - Grant,opportunistic_benefits,in_progress,907316,"""Yes""",128656,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,44,44
District Court Judge - 2nd Judicial District - Hoffman,opportunistic_benefits,in_progress,907316,"""Yes""",128127,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,45,45
District Court Judge - 2nd Judicial District - Laff,opportunistic_benefits,in_progress,907316,"""Yes""",114680,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,50,50
District Court Judge - 2nd Judicial District - Lemon,opportunistic_benefits,in_progress,907316,"""Yes""",130467,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,44,44
District Court Judge - 2nd Judicial District - Torrington,opportunistic_benefits,in_progress,907316,"""Yes""",111987,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,51,51
District Court Judge - 4th Judicial District - Bentley,opportunistic_benefits,in_progress,569126,"""Yes""",90942,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,39,39
District Court Judge - 4th Judicial District - Billings-Vela,opportunistic_benefits,in_progress,569126,"""Yes""",119908,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,30,30
District Court Judge - 4th Judicial District - Brady,opportunistic_benefits,in_progress,569126,"""Yes""",120003,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,30,30
District Court Judge - 4th Judicial District - Lowrey,opportunistic_benefits,in_progress,569126,"""Yes""",124978,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,29,29
District Court Judge - 4th Judicial District - Schutz,opportunistic_benefits,in_progress,569126,"""Yes""",105906,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,34,34
District Court Judge - 4th Judicial District - Schwartz,opportunistic_benefits,in_progress,569126,"""Yes""",119393,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,30,30
District Court Judge - 4th Judicial District - Sells,opportunistic_benefits,in_progress,569126,"""Yes""",105234,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,34,34
District Court Judge - 4th Judicial District - Shakes,opportunistic_benefits,in_progress,569126,"""Yes""",117396,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,31,31
District Court Judge - 7th Judicial District - Schultz,opportunistic_benefits,in_progress,69150,"""Yes""",17557,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,25,25
District Court Judge - 7th Judicial District - Yoder,opportunistic_benefits,in_progress,69150,"""Yes""",16997,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,26,26
District Court Judge - 9th Judicial District - Boyd,opportunistic_benefits,in_progress,22170,"""Yes""",5944,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,24,24
District Court Judge - 9th Judicial District - Norrdin,opportunistic_benefits,in_progress,22170,"""Yes""",6134,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,23,23
District Court Judge - 9th Judicial District - Seldin,opportunistic_benefits,in_progress,22170,"""Yes""",5985,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,24,24
Dolores County Assessor,opportunistic_benefits,not_auditable,1230,"""Berna Ernst""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Dolores County Clerk and Recorder,county_wide_contest,risk_limit_achieved,1230,"""Lana Hancock""",369,0.05000000,22,0,0,0,0,0,0,1.03905000,0.00,21,21
Dolores County Commissioner District 1,opportunistic_benefits,not_auditable,1230,"""Julie Kibel""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Dolores County Coroner,opportunistic_benefits,in_progress,1230,"""Aaron Hankins""",256,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,30,30
Dolores County Sheriff,opportunistic_benefits,in_progress,1230,"""Don Wilson""",115,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,67,67
Dolores County Treasurer,opportunistic_benefits,not_auditable,1230,"""Janie Stiasny""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Douglas County Assessor,opportunistic_benefits,in_progress,358525,"""Lisa Frizell""",44894,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,50,50
Douglas County Clerk and Recorder,county_wide_contest,risk_limit_achieved,358525,"""Merlin Klotz""",34071,0.05000000,67,0,0,0,0,0,0,1.03905000,0.00,66,66
Douglas County Commissioner - District 1,opportunistic_benefits,in_progress,358525,"""Abe Laydon""",35173,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,64,64
Douglas County Coroner,opportunistic_benefits,in_progress,358525,"""Jill E. Romann""",44391,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,51,51
Douglas County Court Judge - Bowling,opportunistic_benefits,in_progress,358525,"""Yes""",67292,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,34,34
Douglas County Court Judge - Gomez,opportunistic_benefits,in_progress,358525,"""Yes""",65591,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,35,35
Douglas County Court Judge - Meissner-Cutler,opportunistic_benefits,in_progress,358525,"""Yes""",69595,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,33,33
Douglas County School District RE-1 Ballot Issue 5A,opportunistic_benefits,in_progress,373359,"""Yes/for""",13668,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,171,171
Douglas County School District RE-1 Ballot Issue 5B,opportunistic_benefits,in_progress,373359,"""Yes/for""",7897,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,295,295
Douglas County Sheriff,opportunistic_benefits,not_auditable,358525,"""Tony Spurlock""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Douglas County Surveyor,opportunistic_benefits,not_auditable,358525,"""Robert D. Snodgrass""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Douglas County Treasurer,opportunistic_benefits,in_progress,358525,"""Dave Gill""",34796,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,65,65
Eagle County Assessor,opportunistic_benefits,not_auditable,45201,"""Mark Chapin""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Eagle County Ballot Question 1A,opportunistic_benefits,in_progress,45201,"""Yes/for""",13838,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,21,21
Eagle County Clerk and Recorder,opportunistic_benefits,not_auditable,45201,"""Regina O'brien""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Eagle County Commissioner - District 3,county_wide_contest,risk_limit_achieved,45201,"""Jeanne Mcqueeney""",5636,0.05000000,51,0,0,0,0,0,0,1.03905000,0.00,50,50
Eagle County Coroner,opportunistic_benefits,not_auditable,45201,"""Kara Bettis""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Eagle County Sheriff,opportunistic_benefits,not_auditable,45201,"""James Van Beek""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Eagle County Surveyor,opportunistic_benefits,not_auditable,45201,"""Kelly L. Miller""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Eagle County Treasurer,opportunistic_benefits,not_auditable,45201,"""Teak Simonton""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
East Dillon Water District Ballot Issue 6B,opportunistic_benefits,in_progress,19767,"""Yes/for""",1063,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,116,116
East River Regional Sanitation District Ballot Question 6B,opportunistic_benefits,in_progress,9771,"""For Inclusion""",102,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,597,597
Eaton Fire Protection District Ballot Issue 6E,opportunistic_benefits,in_progress,250568,"""Yes/for""",30,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,51997,51997
Elbert County Assessor,opportunistic_benefits,not_auditable,14834,"""Susan Murphy""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Elbert County Clerk and Recorder,opportunistic_benefits,not_auditable,14834,"""Dallas Schroeder""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Elbert County Commissioner - District 2,opportunistic_benefits,not_auditable,14834,"""Rick Pettitt""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Elbert County Coroner,opportunistic_benefits,not_auditable,14834,"""Sandra K (sandy) Graeff""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Elbert County Court Judge - Boyette,opportunistic_benefits,in_progress,14834,"""Yes""",4856,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,20,20
Elbert County Sheriff,county_wide_contest,risk_limit_achieved,14834,"""Timothy D. Norton""",6923,0.05000000,15,0,0,0,0,0,0,1.03905000,0.00,14,14
Elbert County Surveyor,opportunistic_benefits,not_auditable,14834,"""Keith Westfall""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Elbert County Treasurer,opportunistic_benefits,not_auditable,14834,"""Sheryl (sherry) Hewlett""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Elbert Fire Protection District Ballot Issue 7A,opportunistic_benefits,in_progress,570919,"""Yes/for""",195,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,18227,18227
Elizabeth Fire Protection District Ballot Issue 6C,opportunistic_benefits,in_progress,14834,"""Yes/for""",1634,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,57,57
Elizabeth School District Ballot Issue 4A,opportunistic_benefits,in_progress,14834,"""Yes/for""",2435,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,38,38
Ellicott Fire Protection District - 6D,opportunistic_benefits,in_progress,556085,"""No/against""",272,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,12728,12728
Ellicott School District No. 22 - 4D,opportunistic_benefits,in_progress,556085,"""No/against""",371,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,9332,9332
El Paso County - 1A,opportunistic_benefits,in_progress,556085,"""Yes/for""",116950,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,30,30
El Paso County Assessor,opportunistic_benefits,in_progress,556085,"""Stephen Schleiker""",67567,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,52,52
El Paso County Clerk and Recorder,opportunistic_benefits,in_progress,556085,"""Chuck Broerman""",74484,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,47,47
El Paso County Colorado School District 49 - 4C,opportunistic_benefits,in_progress,556085,"""Yes/for""",5404,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,641,641
El Paso County Commissioner - District 1,opportunistic_benefits,in_progress,556085,"""Holly Williams""",26487,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,131,131
El Paso County Commissioner - District 5,opportunistic_benefits,in_progress,556085,"""Cami Bremer""",7906,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,438,438
El Paso County Coroner,opportunistic_benefits,in_progress,556085,"""Leon Kelly""",83273,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,42,42
El Paso County Court Judge - Acker,opportunistic_benefits,in_progress,556085,"""No""",15582,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,223,223
El Paso County Court Judge - Martin,opportunistic_benefits,in_progress,556085,"""Yes""",113226,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,31,31
El Paso County Court Judge - Miles,opportunistic_benefits,in_progress,556085,"""Yes""",111823,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,31,31
El Paso County Court Judge - Rotolo,opportunistic_benefits,in_progress,556085,"""Yes""",114729,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,31,31
El Paso County Sheriff,county_wide_contest,risk_limit_achieved,556085,"""Bill Elder""",79181,0.05000000,45,0,0,0,0,0,0,1.03905000,0.00,44,44
El Paso County Surveyor,opportunistic_benefits,in_progress,556085,"""Richard E. Mariotti""",63537,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,55,55
El Paso County Treasurer,opportunistic_benefits,in_progress,556085,"""Mark Lowderman""",67856,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,52,52
Estes Valley Fire Protection District Ballot Issue 6A,opportunistic_benefits,in_progress,184021,"""Yes/for""",2299,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,499,499
Evergreen Fire Protection District Ballot Issue 7A,opportunistic_benefits,in_progress,616411,"""Yes/for""",5655,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,679,679
EVERGREEN PARK AND RECREATION DISTRICT BALLOT ISSUE 6C,opportunistic_benefits,ended,610888,"""No""",321,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,11848,11848
EVERGREEN PARK AND RECREATION DISTRICT BALLOT ISSUE 6D,opportunistic_benefits,ended,610888,"""No""",389,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,9777,9777
FAIRMOUNT FIRE PROTECTION DISTRICT BALLOT ISSUE 6A,opportunistic_benefits,ended,610888,"""Yes""",2048,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,1857,1857
Falcon Fire Protection District - 6B,opportunistic_benefits,in_progress,556085,"""Yes/for""",3171,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,1092,1092
Four Mile Fire Protection District Ballot Issue 6B,opportunistic_benefits,ended,13041,"""Yes/for""",423,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,192,192
Frederick-Firestone Fire Protection District Ballot Issue 6A,opportunistic_benefits,in_progress,250568,"""No/against""",582,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,2681,2681
Frederick-Firestone Fire Protection District Ballot Issue 6B,opportunistic_benefits,in_progress,250568,"""No/against""",1857,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,841,841
Fremont County Assessor,opportunistic_benefits,not_auditable,19960,"""Stacey Seifert""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Fremont County Ballot Question 1A,opportunistic_benefits,in_progress,19960,"""Yes/for""",8505,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,15,15
Fremont County Clerk and Recorder,opportunistic_benefits,not_auditable,19960,"""Justin D Grantham""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Fremont County Commissioner District 2,opportunistic_benefits,not_auditable,19960,"""Debbie Bell""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Fremont County Coroner,opportunistic_benefits,not_auditable,19960,"""Randy V Keller""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Fremont County Sheriff,county_wide_contest,risk_limit_achieved,19960,"""Allen Cooper""",6981,0.05000000,19,0,0,0,0,0,0,1.03905000,0.00,18,18
Fremont County Treasurer,opportunistic_benefits,not_auditable,19960,"""Kathy Elliott""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Front Range Fire Rescue Fire Protection District Ballot Issue 7C,opportunistic_benefits,in_progress,434589,"""Yes/for""",1019,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,2656,2656
GENERAL OBLIGATION BOND REFERENDUM 3A,opportunistic_benefits,in_progress,3459,"""Yes/for""",35,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,616,616
Gilpin County Assessor,opportunistic_benefits,ended,3425,"""Anne Schafer""",407,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,53,53
Gilpin County Clerk and Recorder,county_wide_contest,risk_limit_achieved,3425,"""Sahari Mccormick""",105,0.05000000,205,0,0,0,0,0,0,1.03905000,0.00,204,204
Gilpin County Commissioner District 2,opportunistic_benefits,ended,3425,"""Linda Jean Isenhart""",155,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,138,138
Gilpin County Coroner,opportunistic_benefits,not_auditable,3425,"""Zane G Laubhan""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Gilpin County Sheriff,opportunistic_benefits,ended,3425,"""Kevin Armstrong""",93,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,230,230
Gilpin County Treasurer,opportunistic_benefits,ended,3425,"""Mary Lorenz""",207,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,104,104
Glacier View Fire Protection District Ballot Issue 6B,opportunistic_benefits,in_progress,184021,"""Yes/for""",413,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,2774,2774
Goodman Metro District Ballot Issue 6C,opportunistic_benefits,in_progress,532104,"""Yes""",236,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,14037,14037
Governor / Lieutenant Governor,opportunistic_benefits,in_progress,4651905,"""Jared Polis / Dianne Primavera""",263938,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,110,110
Grand County Assessor,opportunistic_benefits,not_auditable,15931,"""Tom Weydert""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Grand County Ballot Issue 1A,county_wide_contest,risk_limit_achieved,15931,"""Yes/for""",693,0.05000000,145,0,0,0,0,0,0,1.03905000,0.00,144,144
Grand County Ballot Issue 1B,opportunistic_benefits,in_progress,15931,"""Yes/for""",537,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,185,185
Grand County Ballot Question 1C,opportunistic_benefits,in_progress,15931,"""Yes/for""",4061,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,25,25
Grand County Clerk and Recorder,opportunistic_benefits,in_progress,15931,"""Sara L. Rosene""",2306,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,44,44
Grand County Commissioner - District 3,opportunistic_benefits,in_progress,15931,"""Kristen Manguso""",709,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,140,140
Grand County Coroner,opportunistic_benefits,not_auditable,15931,"""Brenda Bock""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Grand County Court Judge - Catanzarite,opportunistic_benefits,in_progress,15931,"""Yes""",3192,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,32,32
Grand County Sheriff,opportunistic_benefits,not_auditable,15931,"""Brett Schroetlin""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Grand County Surveyor,opportunistic_benefits,in_progress,15931,"""Warren Dale Ward""",1342,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,74,74
Grand County Treasurer,opportunistic_benefits,not_auditable,15931,"""Christina Whitmer""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Grand Fire Protection District No. 1-Ballot Issue 6A,opportunistic_benefits,in_progress,15931,"""Yes/for""",417,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,238,238
Grand Lake Fire Protection District Ballot Issue 6B,opportunistic_benefits,in_progress,15931,"""Yes/for""",434,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,229,229
Greater Brighton Fire Protection District Ballot Issue 7F,opportunistic_benefits,in_progress,596365,"""No/against""",540,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,6876,6876
Greater Eagle Fire Protection District Ballot Issue 6A,opportunistic_benefits,in_progress,45201,"""Yes/for""",1505,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,187,187
Gunnison County Assessor,opportunistic_benefits,not_auditable,9771,"""Kristy Mcfarland""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Gunnison County Clerk and Recorder,opportunistic_benefits,not_auditable,9771,"""Kathy Simillion""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Gunnison County Commissioner - District 3,county_wide_contest,risk_limit_achieved,9771,"""Roland Mason""",2568,0.05000000,25,0,0,0,0,0,0,1.03905000,0.00,24,24
Gunnison County Coroner,opportunistic_benefits,not_auditable,9771,"""Michael Barnes""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Gunnison County Metropolitan Recreation District Ballot Issue 7D,opportunistic_benefits,in_progress,15614,"""Yes/for""",570,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,171,171
Gunnison County Sheriff,opportunistic_benefits,in_progress,9771,"""John Gallowich""",4536,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,14,14
Gunnison County Treasurer,opportunistic_benefits,not_auditable,9771,"""Debbie Dunbar""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
GUNNISON VALLEY REGIONAL HOUSING AUTHORITY BALLOT ISSUE 6A,opportunistic_benefits,in_progress,9771,"""No/against""",1479,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,42,42
Gypsum Fire Protection District Ballot Issue 7E,opportunistic_benefits,in_progress,45201,"""Yes/for""",1475,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,191,191
Harrison School District No. 2 - 4E,opportunistic_benefits,in_progress,556085,"""Yes/for""",3158,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,1097,1097
Hayden School District No. RE1 Referendum 4A,opportunistic_benefits,in_progress,26748,"""Yes/for""",426,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,391,391
Hudson Fire Protection District Ballot Issue 6D,opportunistic_benefits,in_progress,250568,"""Yes/for""",369,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,4228,4228
Huerfano County Assessor,opportunistic_benefits,in_progress,3901,"""Elisha Andreatta Meadows""",776,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,32,32
HUERFANO COUNTY BALLOT ISSUE 1A,opportunistic_benefits,in_progress,3901,"""Yes/for""",307,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,80,80
Huerfano County Clerk and Recorder,opportunistic_benefits,not_auditable,3901,"""Nancy C. Cruz""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Huerfano County Commissioner - District 3,opportunistic_benefits,not_auditable,3901,"""Gerald A. Cisneros""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Huerfano County Coroner,opportunistic_benefits,not_auditable,3901,"""Vonnie Maier-valdez""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Huerfano County Sheriff,county_wide_contest,risk_limit_achieved,3901,"""Bruce Newman""",569,0.05000000,44,0,0,0,0,0,0,1.03905000,0.00,43,43
Huerfano County Treasurer,opportunistic_benefits,not_auditable,3901,"""Debra J. \""debbie\"" Reynolds""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
HUGO FIRE PROTECTION DISTRICT BALLOT ISSUE 601,opportunistic_benefits,in_progress,2190,"""Yes/for""",279,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,49,49
Hugo Fire Protection District Ballot Question 600,opportunistic_benefits,in_progress,2190,"""Yes/for""",354,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,39,39
Hugo Fire Protection District Directors Four - Year Term,opportunistic_benefits,not_auditable,2190,"""Lora Bledsoe"",""Scott Poss"",""Brian White""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Hugo Fire Protection District Directors Two - Year Term,opportunistic_benefits,not_auditable,2190,"""Charles D. Petty"",""Bennie D. Orrell""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
INDIAN HILLS FIRE PROTECTION DISTRICT BALLOT ISSUE 6H,opportunistic_benefits,ended,610888,"""Yes""",423,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,8991,8991
Initiated Ordinance 300,opportunistic_benefits,in_progress,907316,"""Yes/for""",11481,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,492,492
Initiated Ordinance 301,opportunistic_benefits,in_progress,907316,"""Yes/for""",116824,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,49,49
Initiated Ordinance 302,county_wide_contest,risk_limit_achieved,907316,"""Yes/for""",54799,0.05000000,105,0,0,0,0,0,0,1.03905000,0.00,104,104
INTER-CANYON FIRE PROTECTION DISTRICT BALLOT ISSUE 6F,opportunistic_benefits,ended,610888,"""Yes""",1488,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,2556,2556
JEFFERSON COMO FIRE PROTECTION DISTRICT BALLOT ISSUE 6C,opportunistic_benefits,in_progress,12435,"""Yes/for""",812,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,96,96
Jefferson County Assessor,county_wide_contest,risk_limit_achieved,610888,"""Scot Kersgaard""",12909,0.05000000,619,1,0,0,0,0,0,1.03905000,0.00,618,618
Jefferson County Clerk and Recorder,opportunistic_benefits,ended,610888,"""George Stern""",4080,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,933,933
Jefferson County Commissioner - District 3,opportunistic_benefits,ended,610888,"""Lesley Dahlkemper""",33125,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,115,115
Jefferson County Coroner,opportunistic_benefits,ended,610888,"""Annette Cannon""",24061,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,159,159
Jefferson County Court Judge - Fisch,opportunistic_benefits,ended,610888,"""Yes""",126524,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,31,31
Jefferson County Court Judge - Randall,opportunistic_benefits,ended,610888,"""Yes""",125634,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,31,31
Jefferson County Court Judge - Stuart,opportunistic_benefits,ended,610888,"""Yes""",121931,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,32,32
Jefferson County Court Judge - Vance,opportunistic_benefits,ended,610888,"""Yes""",115006,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,34,34
Jefferson County Court Judge - Woodford,opportunistic_benefits,ended,610888,"""Yes""",118669,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,33,33
Jefferson County School District R-1 Ballot Issue 5A,opportunistic_benefits,in_progress,647562,"""Yes""",29165,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,139,139
Jefferson County School District R-1 Ballot Issue 5B,opportunistic_benefits,in_progress,647562,"""Yes""",1433,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,2814,2814
Jefferson County Sheriff,opportunistic_benefits,not_auditable,610888,"""Jeff Shrader""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Jefferson County Surveyor,opportunistic_benefits,ended,610888,"""Bryan Douglass""",24052,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,159,159
Jefferson County Treasurer,opportunistic_benefits,ended,610888,"""Gerald \""jerry\"" Ditullio""",23325,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,164,164
KEN-CARYL RANCH METROPOLITAN DISTRICT BALLOT ISSUE 6G,opportunistic_benefits,ended,610888,"""No""",2143,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,1775,1775
Kiowa County Assessor,opportunistic_benefits,not_auditable,835,"""Marci J. Miller""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Kiowa County Clerk and Recorder,opportunistic_benefits,not_auditable,835,"""Delisa L. Weeks""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Kiowa County Commissioner - District 2,county_wide_contest,risk_limit_achieved,835,"""Howard \""butch\"" Robertson""",69,0.05000000,142,1,0,0,1,0,0,1.03905000,0.00,141,141
Kiowa County Coroner,opportunistic_benefits,not_auditable,835,"""Jimmy R. Brown""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Kiowa County Court Judge,opportunistic_benefits,ended,835,"""Yes""",518,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,11,11
Kiowa County Referred Ballot Issue 1A,opportunistic_benefits,ended,835,"""Yes/for""",455,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,12,12
Kiowa County Referred Ballot Question 1B,opportunistic_benefits,ended,835,"""Yes/for""",445,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,12,12
Kiowa County Sheriff,opportunistic_benefits,not_auditable,835,"""Casey Sheridan""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
