,,,,,,,"United States Senator - DEM (Vote For=1)","United States Senator - DEM (Vote For=1)","Representative to the 120th United States Congress - District 3 - DEM (Vote For=1)","Representative to the 120th United States Congress - District 3 - DEM (Vote For=1)","Governor - DEM (Vote For=1)","Governor - DEM (Vote For=1)","Secretary of State - DEM (Vote For=1)","Secretary of State - DEM (Vote For=1)","State Treasurer - DEM (Vote For=1)","Attorney General - DEM (Vote For=1)","Attorney General - DEM (Vote For=1)","Attorney General - DEM (Vote For=1)","Attorney General - DEM (Vote For=1)","State Board of Education Member - Congressional District 3 - DEM (Vote For=1)","State Representative - District 59 - DEM (Vote For=1)","La Plata County Commissioner District 1 - DEM (Vote For=1)","La Plata County Treasurer - DEM (Vote For=1)","La Plata County Assessor - DEM (Vote For=1)","La Plata County Sheriff - DEM (Vote For=1)","La Plata County Coroner - DEM (Vote For=1)","Secretary of State (Vote For=1)","Secretary of State (Vote For=1)","United States Senator - REP (Vote For=1)","Representative to the 120th United States Congress - District 3 - REP (Vote For=1)","Representative to the 120th United States Congress - District 3 - REP (Vote For=1)","Governor - REP (Vote For=1)","Governor - REP (Vote For=1)","Governor - REP (Vote For=1)","Governor - REP (Vote For=1)","Governor - REP (Vote For=1)","Secretary of State - REP (Vote For=1)","State Treasurer - REP (Vote For=1)","Attorney General - REP (Vote For=1)","Attorney General - REP (Vote For=1)","State Board of Education Member - Congressional District 3 - REP (Vote For=1)","State Representative - District 59 - REP (Vote For=1)","La Plata County Surveyor - REP (Vote For=1)","La Plata County Coroner - REP (Vote For=1)","Governor - UNI (Vote For=1)","Governor - UNI (Vote For=1)","City of Durango Ballot Issue 2A (Vote For=1)","City of Durango Ballot Issue 2A (Vote For=1)"
,,,,,,,"Julie Gonzales","John Hickenlooper","Alex Kelloff","Dwayne L. Romero","Phil Weiser","Michael Bennet","Amanda Gonzalez","Jessie Danielson","Jeff Bridges","Jena Griswold","David Seligman","Michael Dougherty","Hetal Doshi","Barb Clementi","Katie Stewart","Elizabeth Philbrick","Miles Walsh","Carrie Woodson","Sean Smith","Trever Nyx","Sean Vadney","Alex Astley","Mark Baisley","Ron Hanks","Jeff Hurd","Scott Bottoms","Victor Marx","Barb Kirkmeyer","Write-in","Kelvin ""K-Man"" Wimberly","James Wiley","Kevin Grantham","Michael J. Allen","David Willson","Sherri M Wright","Naomi Riess","Daryl Z Crites","Cathy Lynn Seibel","Paul Noël Fiorino","Jeff Peckman","FOR THE ORDINANCE","AGAINST THE ORDINANCE"
"CvrNumber","TabulatorNum","BatchId","RecordId","ImprintedId","PrecinctPortion","BallotType","DEM","DEM","DEM","DEM","DEM","DEM","DEM","DEM","DEM","DEM","DEM","DEM","DEM","DEM","DEM","DEM","DEM","DEM","DEM","DEM","LBR","LBR","REP","REP","REP","REP","REP","REP",,,"REP","REP","REP","REP","REP","REP","REP","REP","UNI","UNI",,
95,103,2,13,"103-2-13","101 (101)","01-DEM",0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
96,103,2,44,"103-2-44","101 (101)","01-DEM",0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
97,103,2,16,"103-2-16","101 (101)","01-DEM",0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
98,103,2,46,"103-2-46","101 (101)","01-DEM",0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
99,103,2,18,"103-2-18","101 (101)","01-DEM",0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
100,103,2,21,"103-2-21","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,,,,
101,103,3,47,"103-3-47","101 (101)","01-DEM",0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
102,103,3,46,"103-3-46","101 (101)","01-DEM",0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
103,103,3,33,"103-3-33","101 (101)","01-DEM",0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
104,103,3,19,"103-3-19","101 (101)","01-DEM",0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
105,103,3,7,"103-3-7","101 (101)","01-DEM",1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
106,103,3,39,"103-3-39","101 (101)","01-DEM",0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
107,103,3,20,"103-3-20","101 (101)","01-DEM",1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
108,103,3,2,"103-3-2","101 (101)","01-DEM",1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
109,103,3,38,"103-3-38","101 (101)","01-DEM",0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
110,103,3,21,"103-3-21","101 (101)","01-DEM",0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
111,103,3,1,"103-3-1","101 (101)","01-DEM",1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
112,103,3,50,"103-3-50","101 (101)","01-DEM",0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
113,103,3,37,"103-3-37","101 (101)","01-DEM",0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,
114,103,3,22,"103-3-22","101 (101)","01-DEM",0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
115,103,3,4,"103-3-4","101 (101)","01-DEM",1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
116,103,3,42,"103-3-42","101 (101)","01-DEM",1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,
117,103,3,23,"103-3-23","101 (101)","01-DEM",1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
118,103,3,5,"103-3-5","101 (101)","01-DEM",1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
119,103,3,43,"103-3-43","101 (101)","01-DEM",1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
120,103,3,24,"103-3-24","101 (101)","01-DEM",0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
121,103,3,8,"103-3-8","101 (101)","01-DEM",0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
122,103,3,41,"103-3-41","101 (101)","01-DEM",1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,
123,103,3,25,"103-3-25","101 (101)","01-DEM",0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
124,103,3,10,"103-3-10","101 (101)","01-DEM",1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
125,103,3,44,"103-3-44","101 (101)","01-DEM",0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
126,103,3,26,"103-3-26","101 (101)","01-DEM",0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
127,103,3,11,"103-3-11","101 (101)","01-DEM",1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
128,103,3,45,"103-3-45","101 (101)","01-DEM",1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
129,103,3,27,"103-3-27","101 (101)","01-DEM",0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,
130,103,3,3,"103-3-3","101 (101)","01-DEM",0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
131,103,3,49,"103-3-49","101 (101)","01-DEM",0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
132,103,3,28,"103-3-28","101 (101)","01-DEM",0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
133,103,3,16,"103-3-16","101 (101)","01-DEM",0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
134,103,3,48,"103-3-48","101 (101)","01-DEM",0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
135,103,3,29,"103-3-29","101 (101)","01-DEM",0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
136,103,3,18,"103-3-18","101 (101)","01-DEM",0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
137,103,3,30,"103-3-30","101 (101)","01-DEM",0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
138,103,3,15,"103-3-15","101 (101)","01-DEM",0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
139,103,3,31,"103-3-31","101 (101)","01-DEM",0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
140,103,3,12,"103-3-12","101 (101)","01-DEM",0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
141,103,3,32,"103-3-32","101 (101)","01-DEM",1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
142,103,3,14,"103-3-14","101 (101)","01-DEM",0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,
143,103,3,34,"103-3-34","101 (101)","01-DEM",0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
144,103,3,6,"103-3-6","101 (101)","01-DEM",0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
145,103,3,35,"103-3-35","101 (101)","01-DEM",0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
146,103,3,17,"103-3-17","101 (101)","01-DEM",1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
147,103,3,36,"103-3-36","101 (101)","01-DEM",0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
148,103,3,9,"103-3-9","101 (101)","01-DEM",1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
149,103,3,40,"103-3-40","101 (101)","01-DEM",1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
150,103,3,13,"103-3-13","101 (101)","01-DEM",1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
151,103,4,40,"103-4-40","101 (101)","01-DEM",0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
152,103,4,39,"103-4-39","101 (101)","01-DEM",0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
153,103,4,32,"103-4-32","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,,,,
154,103,4,19,"103-4-19","101 (101)","01-DEM",0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
155,103,4,9,"103-4-9","101 (101)","01-DEM",0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
156,103,4,49,"103-4-49","101 (101)","01-DEM",0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
157,103,4,48,"103-4-48","101 (101)","01-DEM",0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
158,103,4,38,"103-4-38","101 (101)","01-DEM",0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
159,103,4,20,"103-4-20","101 (101)","01-DEM",0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
160,103,4,1,"103-4-1","101 (101)","01-DEM",0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
161,103,4,45,"103-4-45","101 (101)","01-DEM",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
162,103,4,44,"103-4-44","101 (101)","01-DEM",0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
163,103,4,36,"103-4-36","101 (101)","01-DEM",1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
164,103,4,21,"103-4-21","101 (101)","01-DEM",0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
165,103,4,4,"103-4-4","101 (101)","01-DEM",0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
166,103,4,41,"103-4-41","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,,,,
167,103,4,22,"103-4-22","101 (101)","01-DEM",1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
168,103,4,42,"103-4-42","101 (101)","01-DEM",0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,
169,103,4,23,"103-4-23","101 (101)","01-DEM",1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
170,103,4,5,"103-4-5","101 (101)","01-DEM",0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
171,103,4,24,"103-4-24","101 (101)","01-DEM",0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
172,103,4,3,"103-4-3","101 (101)","01-DEM",0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
173,103,4,43,"103-4-43","101 (101)","01-DEM",0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
174,103,4,25,"103-4-25","101 (101)","01-DEM",0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
175,103,4,8,"103-4-8","101 (101)","01-DEM",0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
176,103,4,46,"103-4-46","101 (101)","01-DEM",0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
177,103,4,26,"103-4-26","101 (101)","01-DEM",0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
178,103,4,11,"103-4-11","101 (101)","01-DEM",0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
179,103,4,27,"103-4-27","101 (101)","01-DEM",0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
180,103,4,17,"103-4-17","101 (101)","01-DEM",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
181,103,4,28,"103-4-28","101 (101)","01-DEM",0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
182,103,4,6,"103-4-6","101 (101)","01-DEM",1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
183,103,4,47,"103-4-47","101 (101)","01-DEM",0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
184,103,4,29,"103-4-29","101 (101)","01-DEM",1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
185,103,4,13,"103-4-13","101 (101)","01-DEM",0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
186,103,4,30,"103-4-30","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,,,,
187,103,4,7,"103-4-7","101 (101)","01-DEM",0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
188,103,4,50,"103-4-50","101 (101)","01-DEM",0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
189,103,4,31,"103-4-31","101 (101)","01-DEM",1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
190,103,4,15,"103-4-15","101 (101)","01-DEM",0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
191,103,4,33,"103-4-33","101 (101)","01-DEM",1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
192,103,4,2,"103-4-2","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,,,,
193,103,4,34,"103-4-34","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,,,,
194,103,4,12,"103-4-12","101 (101)","01-DEM",0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
195,103,4,35,"103-4-35","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,,,,
196,103,4,10,"103-4-10","101 (101)","01-DEM",0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
197,103,4,37,"103-4-37","101 (101)","01-DEM",1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
198,103,4,18,"103-4-18","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,,,,
199,103,4,14,"103-4-14","101 (101)","01-DEM",0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
200,103,4,16,"103-4-16","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
201,103,5,44,"103-5-44","101 (101)","01-DEM",1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
202,103,5,43,"103-5-43","101 (101)","01-DEM",1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
203,103,5,32,"103-5-32","101 (101)","01-DEM",0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,
204,103,5,19,"103-5-19","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,,,,
205,103,5,15,"103-5-15","101 (101)","01-DEM",0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
206,103,5,41,"103-5-41","101 (101)","01-DEM",0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
207,103,5,40,"103-5-40","101 (101)","01-DEM",1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
208,103,5,33,"103-5-33","101 (101)","01-DEM",0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
209,103,5,20,"103-5-20","101 (101)","01-DEM",0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,
210,103,5,1,"103-5-1","101 (101)","01-DEM",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
211,103,5,39,"103-5-39","101 (101)","01-DEM",0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
212,103,5,21,"103-5-21","101 (101)","01-DEM",1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
213,103,5,6,"103-5-6","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,,,,
214,103,5,42,"103-5-42","101 (101)","01-DEM",0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
215,103,5,22,"103-5-22","101 (101)","01-DEM",1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
216,103,5,2,"103-5-2","101 (101)","01-DEM",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
217,103,5,48,"103-5-48","101 (101)","01-DEM",0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
218,103,5,23,"103-5-23","101 (101)","01-DEM",1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
219,103,5,14,"103-5-14","101 (101)","03-REP",,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,,,,
220,103,5,46,"103-5-46","101 (101)","01-DEM",0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
221,103,5,24,"103-5-24","101 (101)","01-DEM",1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
222,103,5,16,"103-5-16","101 (101)","01-DEM",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
223,103,5,47,"103-5-47","101 (101)","01-DEM",0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
224,103,5,25,"103-5-25","101 (101)","01-DEM",1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
225,103,5,17,"103-5-17","101 (101)","01-DEM",1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
226,103,5,49,"103-5-49","101 (101)","01-DEM",0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,
227,103,5,26,"103-5-26","101 (101)","01-DEM",1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
228,103,5,4,"103-5-4","101 (101)","01-DEM",0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
229,103,5,27,"103-5-27","101 (101)","01-DEM",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
230,103,5,11,"103-5-11","101 (101)","01-DEM",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
231,103,5,28,"103-5-28","101 (101)","01-DEM",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
232,103,5,10,"103-5-10","101 (101)","01-DEM",1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,
233,103,5,29,"103-5-29","101 (101)","01-DEM",0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
234,103,5,5,"103-5-5","101 (101)","01-DEM",0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
235,103,5,30,"103-5-30","101 (101)","01-DEM",0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
